WP_011270777.1,WP_011270777.1 tetratricopeptide repeat protein [Rickettsia felis]
WP_011270778.1,WP_011270778.1 hypothetical protein [Rickettsia felis]
WP_011270779.1,WP_011270779.1 activator of HSP90 ATPase [Rickettsia felis]
WP_011270780.1,WP_011270780.1 NACHT domain-containing protein [Rickettsia felis]
WP_011270781.1,WP_011270781.1 hypothetical protein [Rickettsia felis]
WP_011270788.1,WP_011270788.1 cation:proton antiporter [Rickettsia felis]
WP_011270789.1,WP_011270789.1 ribonuclease VapC1 [Rickettsia felis]
WP_011270791.1,WP_011270791.1 cation:proton antiporter [Rickettsia felis]
WP_011270793.1,WP_011270793.1 cation:proton antiporter [Rickettsia felis]
WP_011270795.1,WP_011270795.1 virB8 family protein [Rickettsia felis]
WP_011270796.1,WP_011270796.1 MULTISPECIES: DUF2706 domain-containing protein [spotted fever group]
WP_011270797.1,WP_011270797.1 virB8 family protein [Rickettsia felis]
WP_011270798.1,WP_011270798.1 VirB9 protein precursor [Rickettsia felis]
WP_011270799.1,WP_011270799.1 VirB10 protein [Rickettsia felis]
WP_011270800.1,WP_011270800.1 P-type DNA transfer ATPase VirB11 [Rickettsia felis]
WP_011270801.1,WP_011270801.1 type IV secretion system protein VirD4 [Rickettsia felis]
WP_011270802.1,WP_011270802.1 Ppx/GppA family phosphatase [Rickettsia felis]
WP_011270803.1,WP_011270803.1 phage portal protein [Rickettsia felis]
WP_011270804.1,WP_011270804.1 hypothetical protein [Rickettsia felis]
WP_011270805.1,WP_011270805.1 hypothetical protein [Rickettsia felis]
WP_011270806.1,WP_011270806.1 hypothetical protein [Rickettsia felis]
WP_011270807.1,WP_011270807.1 hypothetical protein [Rickettsia felis]
WP_011270809.1,WP_011270809.1 autotransporter domain-containing protein [Rickettsia felis]
WP_011270812.1,WP_011270812.1 DUF2608 domain-containing protein [Rickettsia felis]
WP_011270813.1,WP_011270813.1 DUF2608 domain-containing protein [Rickettsia felis]
WP_011270814.1,"WP_011270814.1 3'(2'),5'-bisphosphate nucleotidase CysQ [Rickettsia felis]"
WP_011270815.1,WP_011270815.1 DNA mismatch repair protein MutS [Rickettsia felis]
WP_011270818.1,WP_011270818.1 ribose-5-phosphate isomerase [Rickettsia felis]
WP_011270820.1,WP_011270820.1 M48 family peptidase [Rickettsia felis]
WP_011270821.1,WP_011270821.1 antitoxin [Rickettsia felis]
WP_011270823.1,WP_011270823.1 thymidylate synthase (FAD) [Rickettsia felis]
WP_011270824.1,WP_011270824.1 protein TolB [Rickettsia felis]
WP_011270825.1,WP_011270825.1 RNA polymerase sigma factor RpoH [Rickettsia felis]
WP_011270826.1,WP_011270826.1 cytochrome c oxidase assembly protein [Rickettsia felis]
WP_011270827.1,WP_011270827.1 hypothetical protein [Rickettsia felis]
WP_011270828.1,WP_011270828.1 tRNA 2-thiouridine(34) synthase MnmA [Rickettsia felis]
WP_011270829.1,WP_011270829.1 amino acid permease [Rickettsia felis]
WP_011270830.1,WP_011270830.1 histidine--tRNA ligase [Rickettsia felis]
WP_011270836.1,WP_011270836.1 MULTISPECIES: protein TolQ [spotted fever group]
WP_011270837.1,WP_011270837.1 protein TolR [Rickettsia felis]
WP_011270838.1,"WP_011270838.1 periplasmic protein TonB, links inner and outer membranes [Rickettsia felis]"
WP_011270839.1,WP_011270839.1 CPBP family intramembrane metalloprotease [Rickettsia felis]
WP_011270841.1,WP_011270841.1 MFS transporter [Rickettsia felis]
WP_011270842.1,WP_011270842.1 HlyD family type I secretion periplasmic adaptor subunit [Rickettsia felis]
WP_011270843.1,WP_011270843.1 type I secretion system permease/ATPase [Rickettsia felis]
WP_011270844.1,WP_011270844.1 aspartate-semialdehyde dehydrogenase [Rickettsia felis]
WP_011270846.1,WP_011270846.1 hypothetical protein [Rickettsia felis]
WP_011270847.1,WP_011270847.1 HslU--HslV peptidase proteolytic subunit [Rickettsia felis]
WP_011270848.1,WP_011270848.1 HslU--HslV peptidase ATPase subunit [Rickettsia felis]
WP_011270851.1,WP_011270851.1 lipid-A-disaccharide synthase [Rickettsia felis]
WP_011270852.1,WP_011270852.1 hypothetical protein [Rickettsia felis]
WP_011270853.1,WP_011270853.1 endolytic transglycosylase MltG [Rickettsia felis]
WP_011270854.1,WP_011270854.1 iron donor protein CyaY [Rickettsia felis]
WP_011270855.1,WP_011270855.1 DUF2608 domain-containing protein [Rickettsia felis]
WP_011270856.1,WP_011270856.1 hypothetical protein [Rickettsia felis]
WP_011270859.1,WP_011270859.1 biotin synthase [Rickettsia felis]
WP_011270861.1,WP_011270861.1 glutamate--tRNA ligase 1 [Rickettsia felis]
WP_011270862.1,WP_011270862.1 DNA topoisomerase 1 [Rickettsia felis]
WP_011270865.1,WP_011270865.1 paraslipin [Rickettsia felis]
WP_011270866.1,WP_011270866.1 phosphoethanolamine transferase [Rickettsia felis]
WP_011270867.1,WP_011270867.1 Holliday junction resolvase RuvX [Rickettsia felis]
WP_011270868.1,"WP_011270868.1 addiction module antidote protein, HigA family [Rickettsia felis]"
WP_011270869.1,WP_011270869.1 MULTISPECIES: AbrB/MazE/SpoVT family DNA-binding domain-containing protein [spotted fever group]
WP_011270870.1,WP_011270870.1 NAD(P)-dependent oxidoreductase [Rickettsia felis]
WP_011270871.1,WP_011270871.1 UDP-glucose 4-epimerase [Rickettsia felis]
WP_011270872.1,WP_011270872.1 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [Rickettsia felis]
WP_011270874.1,WP_011270874.1 class I SAM-dependent methyltransferase [Rickettsia felis]
WP_011270875.1,WP_011270875.1 glycosyl transferase [Rickettsia felis]
WP_011270876.1,WP_011270876.1 efflux RND transporter periplasmic adaptor subunit [Rickettsia felis]
WP_011270877.1,WP_011270877.1 DUF2608 domain-containing protein [Rickettsia felis]
WP_011270878.1,WP_011270878.1 alpha/beta hydrolase [Rickettsia felis]
WP_011270879.1,WP_011270879.1 capsular polysaccharide biosynthesis protein CapM [Rickettsia felis]
WP_011270881.1,WP_011270881.1 30S ribosomal protein S4 [Rickettsia felis]
WP_011270882.1,WP_011270882.1 protoheme IX farnesyltransferase [Rickettsia felis]
WP_011270883.1,WP_011270883.1 lyase [Rickettsia felis]
WP_011270884.1,WP_011270884.1 DUF4385 domain-containing protein [Rickettsia felis]
WP_011270886.1,WP_011270886.1 transposase [Rickettsia felis]
WP_011270887.1,WP_011270887.1 ribosome maturation factor RimM [Rickettsia felis]
WP_011270888.1,WP_011270888.1 hypothetical protein [Rickettsia felis]
WP_011270889.1,WP_011270889.1 exodeoxyribonuclease 7 small subunit [Rickettsia felis]
WP_011270892.1,WP_011270892.1 3-methyladenine DNA glycosylase [Rickettsia felis]
WP_011270893.1,WP_011270893.1 hypothetical protein [Rickettsia felis]
WP_011270894.1,WP_011270894.1 membrane protein insertion efficiency factor YidD [Rickettsia felis]
WP_011270895.1,WP_011270895.1 NADH-quinone oxidoreductase subunit E [Rickettsia felis]
WP_011270896.1,WP_011270896.1 NADH-quinone oxidoreductase subunit D [Rickettsia felis]
WP_011270897.1,WP_011270897.1 NADH-quinone oxidoreductase subunit C [Rickettsia felis]
WP_011270898.1,WP_011270898.1 MULTISPECIES: NADH-quinone oxidoreductase subunit B [spotted fever group]
WP_011270899.1,WP_011270899.1 NADH-quinone oxidoreductase subunit A [Rickettsia felis]
WP_011270900.1,WP_011270900.1 polysaccharide polymerase [Rickettsia felis]
WP_011270901.1,WP_011270901.1 DUF2155 domain-containing protein [Rickettsia felis]
WP_011270902.1,WP_011270902.1 terminase [Rickettsia felis]
WP_011270903.1,WP_011270903.1 tyrosine recombinase XerD [Rickettsia felis]
WP_011270904.1,WP_011270904.1 hypothetical protein [Rickettsia felis]
WP_011270907.1,WP_011270907.1 enoyl-[acyl-carrier-protein] reductase FabI [Rickettsia felis]
WP_011270908.1,WP_011270908.1 apolipoprotein N-acyltransferase [Rickettsia felis]
WP_011270909.1,WP_011270909.1 XRE family transcriptional regulator [Rickettsia felis]
WP_011270910.1,WP_011270910.1 hypothetical protein [Rickettsia felis]
WP_011270911.1,WP_011270911.1 ABC transporter permease [Rickettsia felis]
WP_011270912.1,WP_011270912.1 ankyrin [Rickettsia felis]
WP_011270914.1,WP_011270914.1 lysine--tRNA ligase [Rickettsia felis]
WP_011270915.1,WP_011270915.1 AEC family transporter [Rickettsia felis]
WP_011270916.1,WP_011270916.1 NADP-dependent malic enzyme [Rickettsia felis]
WP_011270918.1,WP_011270918.1 MFS transporter [Rickettsia felis]
WP_011270920.1,WP_011270920.1 malate dehydrogenase [Rickettsia felis]
WP_011270922.1,"WP_011270922.1 ADP,ATP carrier protein 2 [Rickettsia felis]"
WP_011270923.1,WP_011270923.1 CTP synthetase [Rickettsia felis]
WP_011270924.1,WP_011270924.1 3-deoxy-manno-octulosonate cytidylyltransferase [Rickettsia felis]
WP_011270925.1,WP_011270925.1 NUDIX domain-containing protein [Rickettsia felis]
WP_011270926.1,WP_011270926.1 DUF2431 domain-containing protein [Rickettsia felis]
WP_011270927.1,WP_011270927.1 alkylated DNA repair protein [Rickettsia felis]
WP_011270928.1,WP_011270928.1 hypothetical protein [Rickettsia felis]
WP_011270929.1,WP_011270929.1 GTP cyclohydrolase I FolE [Rickettsia felis]
WP_011270930.1,WP_011270930.1 proline--tRNA ligase [Rickettsia felis]
WP_011270931.1,WP_011270931.1 type II toxin-antitoxin system prevent-host-death family antitoxin [Rickettsia felis]
WP_011270934.1,WP_011270934.1 Holliday junction branch migration protein RuvA [Rickettsia felis]
WP_011270936.1,WP_011270936.1 Holliday junction branch migration DNA helicase RuvB [Rickettsia felis]
WP_011270937.1,WP_011270937.1 ABC transporter ATP-binding protein [Rickettsia felis]
WP_011270938.1,WP_011270938.1 MFS transporter [Rickettsia felis]
WP_011270939.1,WP_011270939.1 D-alanyl-D-alanine carboxypeptidase [Rickettsia felis]
WP_011270942.1,WP_011270942.1 BON domain-containing protein [Rickettsia felis]
WP_011270943.1,WP_011270943.1 intracellular septation protein A [Rickettsia felis]
WP_011270944.1,WP_011270944.1 hypothetical protein [Rickettsia felis]
WP_011270945.1,WP_011270945.1 cupredoxin domain-containing protein [Rickettsia felis]
WP_011270946.1,WP_011270946.1 peptidyl-prolyl cis-trans isomerase [Rickettsia felis]
WP_011270947.1,WP_011270947.1 dioxygenase [Rickettsia felis]
WP_011270948.1,WP_011270948.1 TlpA family protein disulfide reductase [Rickettsia felis]
WP_011270949.1,WP_011270949.1 S49 family peptidase [Rickettsia felis]
WP_011270950.1,WP_011270950.1 deoxyuridine 5'-triphosphate nucleotidohydrolase [Rickettsia felis]
WP_011270953.1,WP_011270953.1 LD-carboxypeptidase [Rickettsia felis]
WP_011270954.1,WP_011270954.1 RecB family exonuclease [Rickettsia felis]
WP_011270955.1,WP_011270955.1 hypothetical protein [Rickettsia felis]
WP_011270956.1,WP_011270956.1 gamma-glutamyl-gamma-aminobutyrate hydrolase [Rickettsia felis]
WP_011270957.1,WP_011270957.1 cytochrome c oxidase subunit 1 [Rickettsia felis]
WP_011270959.1,WP_011270959.1 cytochrome c oxidase subunit 2 [Rickettsia felis]
WP_011270960.1,WP_011270960.1 glycerol-3-phosphate cytidyltransferase [Rickettsia felis]
WP_011270961.1,WP_011270961.1 membrane protein [Rickettsia felis]
WP_011270963.1,WP_011270963.1 DUF3035 domain-containing protein [Rickettsia felis]
WP_011270964.1,WP_011270964.1 UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Rickettsia felis]
WP_011270966.1,WP_011270966.1 undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase [Rickettsia felis]
WP_011270967.1,WP_011270967.1 hypothetical protein [Rickettsia felis]
WP_011270971.1,WP_011270971.1 AcrB/AcrD/AcrF family protein [Rickettsia felis]
WP_011270972.1,WP_011270972.1 efflux RND transporter periplasmic adaptor subunit [Rickettsia felis]
WP_011270973.1,WP_011270973.1 TolC family protein [Rickettsia felis]
WP_011270974.1,WP_011270974.1 glycosyltransferase family 1 protein [Rickettsia felis]
WP_011270975.1,WP_011270975.1 diaminopimelate epimerase [Rickettsia felis]
WP_011270976.1,WP_011270976.1 tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [Rickettsia felis]
WP_011270977.1,WP_011270977.1 phenylalanine--tRNA ligase subunit alpha [Rickettsia felis]
WP_011270978.1,WP_011270978.1 phenylalanine--tRNA ligase subunit beta [Rickettsia felis]
WP_011270979.1,WP_011270979.1 DNA polymerase III subunit beta [Rickettsia felis]
WP_011270980.1,WP_011270980.1 DUF3576 domain-containing protein [Rickettsia felis]
WP_011270981.1,WP_011270981.1 leucine--tRNA ligase [Rickettsia felis]
WP_011270983.1,WP_011270983.1 ribonuclease D [Rickettsia felis]
WP_011270984.1,WP_011270984.1 MULTISPECIES: hypothetical protein [spotted fever group]
WP_011270985.1,WP_011270985.1 phosphatidate cytidylyltransferase [Rickettsia felis]
WP_011270987.1,WP_011270987.1 two-component sensor histidine kinase [Rickettsia felis]
WP_011270988.1,WP_011270988.1 DNA-binding response regulator [Rickettsia felis]
WP_011270989.1,WP_011270989.1 branched chain amino acid aminotransferase [Rickettsia felis]
WP_011270990.1,WP_011270990.1 4-hydroxy-tetrahydrodipicolinate synthase [Rickettsia felis]
WP_011270991.1,WP_011270991.1 MULTISPECIES: SsrA-binding protein [spotted fever group]
WP_011270992.1,WP_011270992.1 thiol:disulfide interchange protein [Rickettsia felis]
WP_011270994.1,WP_011270994.1 succinyl-CoA ligase subunit alpha [Rickettsia felis]
WP_011270995.1,WP_011270995.1 succinyl-CoA ligase subunit beta [Rickettsia felis]
WP_011270997.1,WP_011270997.1 S9 family peptidase [Rickettsia felis]
WP_011270998.1,WP_011270998.1 hypothetical protein [Rickettsia felis]
WP_011270999.1,WP_011270999.1 ribosome-binding factor A [Rickettsia felis]
WP_011271000.1,WP_011271000.1 DedA family protein [Rickettsia felis]
WP_011271001.1,WP_011271001.1 RDD family protein [Rickettsia felis]
WP_011271005.1,WP_011271005.1 NAD(+) kinase [Rickettsia felis]
WP_011271006.1,WP_011271006.1 RNase J family beta-CASP ribonuclease [Rickettsia felis]
WP_011271007.1,WP_011271007.1 glycerol-3-phosphate dehydrogenase (NAD(P)(+)) [Rickettsia felis]
WP_011271009.1,WP_011271009.1 MULTISPECIES: AEC family transporter [spotted fever group]
WP_011271010.1,WP_011271010.1 alpha/beta hydrolase [Rickettsia felis]
WP_011271011.1,WP_011271011.1 thioredoxin reductase [Rickettsia felis]
WP_011271015.1,WP_011271015.1 hypothetical protein [Rickettsia felis]
WP_011271016.1,WP_011271016.1 glycosyl transferase [Rickettsia felis]
WP_011271017.1,WP_011271017.1 DNA helicase PcrA [Rickettsia felis]
WP_011271021.1,WP_011271021.1 threonine/serine dehydratase [Rickettsia felis]
WP_011271022.1,WP_011271022.1 Lon protease [Rickettsia felis]
WP_011271024.1,WP_011271024.1 hypothetical protein [Rickettsia felis]
WP_011271026.1,WP_011271026.1 hypothetical protein [Rickettsia felis]
WP_011271027.1,WP_011271027.1 MULTISPECIES: ribosomal subunit interface protein [spotted fever group]
WP_011271028.1,WP_011271028.1 gamma carbonic anhydrase family protein [Rickettsia felis]
WP_011271030.1,WP_011271030.1 ferredoxin--NADP(+) reductase [Rickettsia felis]
WP_011271031.1,WP_011271031.1 PIN domain nuclease [Rickettsia felis]
WP_011271032.1,WP_011271032.1 type II toxin-antitoxin system Phd/YefM family antitoxin [Rickettsia felis]
WP_011271033.1,WP_011271033.1 hypothetical protein [Rickettsia felis]
WP_011271034.1,WP_011271034.1 molecular chaperone [Rickettsia felis]
WP_011271039.1,WP_011271039.1 ribonucleotide-diphosphate reductase subunit alpha [Rickettsia felis]
WP_011271040.1,WP_011271040.1 ribonucleotide-diphosphate reductase subunit beta [Rickettsia felis]
WP_011271041.1,WP_011271041.1 hypothetical protein [Rickettsia felis]
WP_011271044.1,WP_011271044.1 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Rickettsia felis]
WP_011271045.1,WP_011271045.1 hypothetical protein [Rickettsia felis]
WP_011271046.1,WP_011271046.1 phosphomannomutase/phosphoglucomutase [Rickettsia felis]
WP_011271047.1,WP_011271047.1 LPS export ABC transporter ATP-binding protein [Rickettsia felis]
WP_011271048.1,WP_011271048.1 hypothetical protein [Rickettsia felis]
WP_011271049.1,WP_011271049.1 hypothetical protein [Rickettsia felis]
WP_011271050.1,WP_011271050.1 KpsF/GutQ family sugar-phosphate isomerase [Rickettsia felis]
WP_011271051.1,WP_011271051.1 polyribonucleotide nucleotidyltransferase [Rickettsia felis]
WP_011271052.1,WP_011271052.1 30S ribosomal protein S15 [Rickettsia felis]
WP_011271054.1,"WP_011271054.1 ADP,ATP carrier protein 4 [Rickettsia felis]"
WP_011271056.1,WP_011271056.1 MULTISPECIES: XRE family transcriptional regulator [Rickettsia]
WP_011271057.1,WP_011271057.1 MULTISPECIES: YihY/virulence factor BrkB family protein [spotted fever group]
WP_011271058.1,WP_011271058.1 glutamine synthetase [Rickettsia felis]
WP_011271059.1,WP_011271059.1 peptidoglycan editing factor PgeF [Rickettsia felis]
WP_011271060.1,WP_011271060.1 peptide deformylase [Rickettsia felis]
WP_011271061.1,WP_011271061.1 MULTISPECIES: prevent-host-death family protein [spotted fever group]
WP_011271062.1,WP_011271062.1 PIN domain-containing protein [Rickettsia felis]
WP_011271064.1,WP_011271064.1 hypothetical protein [Rickettsia felis]
WP_011271065.1,"WP_011271065.1 pyruvate, phosphate dikinase [Rickettsia felis]"
WP_011271066.1,WP_011271066.1 glutathione S-transferase family protein [Rickettsia felis]
WP_011271070.1,WP_011271070.1 bifunctional folylpolyglutamate synthase/dihydrofolate synthase [Rickettsia felis]
WP_011271076.1,WP_011271076.1 hypothetical protein [Rickettsia felis]
WP_011271077.1,WP_011271077.1 hypothetical protein [Rickettsia felis]
WP_011271082.1,WP_011271082.1 hypothetical protein [Rickettsia felis]
WP_011271083.1,WP_011271083.1 DUF86 domain-containing protein [Rickettsia felis]
WP_011271084.1,WP_011271084.1 MULTISPECIES: nucleotidyltransferase domain-containing protein [spotted fever group]
WP_011271085.1,WP_011271085.1 TIGR02217 family protein [Rickettsia felis]
WP_011271088.1,WP_011271088.1 DUF2335 domain-containing protein [Rickettsia felis]
WP_011271090.1,WP_011271090.1 dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex [Rickettsia felis]
WP_011271091.1,WP_011271091.1 peptide chain release factor 1 [Rickettsia felis]
WP_011271092.1,WP_011271092.1 single-stranded-DNA-specific exonuclease RecJ [Rickettsia felis]
WP_011271093.1,WP_011271093.1 class I SAM-dependent methyltransferase [Rickettsia felis]
WP_011271094.1,WP_011271094.1 transcription termination factor Rho [Rickettsia felis]
WP_011271095.1,WP_011271095.1 signal peptide peptidase SppA [Rickettsia felis]
WP_011271096.1,WP_011271096.1 MULTISPECIES: HU family DNA-binding protein [spotted fever group]
WP_011271098.1,WP_011271098.1 peroxide stress protein YaaA [Rickettsia felis]
WP_011271099.1,WP_011271099.1 cytidylate kinase [Rickettsia felis]
WP_011271100.1,WP_011271100.1 30S ribosomal protein S1 [Rickettsia felis]
WP_011271101.1,WP_011271101.1 ATP-dependent Clp protease proteolytic subunit [Rickettsia felis]
WP_011271102.1,WP_011271102.1 AraC family transcriptional regulator [Rickettsia felis]
WP_011271103.1,WP_011271103.1 hypothetical protein [Rickettsia felis]
WP_011271104.1,WP_011271104.1 N-acetyltransferase [Rickettsia felis]
WP_011271105.1,WP_011271105.1 GNAT family N-acetyltransferase [Rickettsia felis]
WP_011271106.1,WP_011271106.1 alanyl-tRNA editing protein [Rickettsia felis]
WP_011271107.1,WP_011271107.1 hypothetical protein [Rickettsia felis]
WP_011271108.1,WP_011271108.1 prevent-host-death family protein [Rickettsia felis]
WP_011271109.1,WP_011271109.1 class I SAM-dependent methyltransferase [Rickettsia felis]
WP_011271110.1,WP_011271110.1 hypothetical protein [Rickettsia felis]
WP_011271112.1,WP_011271112.1 hypothetical protein [Rickettsia felis]
WP_011271117.1,WP_011271117.1 prevent-host-death family protein [Rickettsia felis]
WP_011271120.1,WP_011271120.1 hypothetical protein [Rickettsia felis]
WP_011271121.1,WP_011271121.1 Txe/YoeB family addiction module toxin [Rickettsia felis]
WP_011271122.1,WP_011271122.1 DUF4065 domain-containing protein [Rickettsia felis]
WP_011271127.1,WP_011271127.1 bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase [Rickettsia felis]
WP_011271128.1,WP_011271128.1 YebC/PmpR family DNA-binding transcriptional regulator [Rickettsia felis]
WP_011271130.1,WP_011271130.1 hypothetical protein [Rickettsia felis]
WP_011271134.1,WP_011271134.1 methyltransferase domain-containing protein [Rickettsia felis]
WP_011271135.1,WP_011271135.1 dihydrolipoyl dehydrogenase [Rickettsia felis]
WP_011271137.1,WP_011271137.1 ribonuclease D [Rickettsia felis]
WP_011271139.1,WP_011271139.1 folate-binding protein [Rickettsia felis]
WP_011271140.1,WP_011271140.1 hypothetical protein [Rickettsia felis]
WP_011271142.1,WP_011271142.1 sodium:solute symporter family protein [Rickettsia felis]
WP_011271143.1,WP_011271143.1 sensor histidine kinase [Rickettsia felis]
WP_011271144.1,WP_011271144.1 LD-carboxypeptidase [Rickettsia felis]
WP_011271145.1,WP_011271145.1 hydroxymethylbilane synthase [Rickettsia felis]
WP_011271148.1,WP_011271148.1 alpha/beta hydrolase [Rickettsia felis]
WP_011271149.1,WP_011271149.1 hypothetical protein [Rickettsia felis]
WP_011271151.1,WP_011271151.1 hypothetical protein [Rickettsia felis]
WP_011271152.1,WP_011271152.1 tryptophan--tRNA ligase [Rickettsia felis]
WP_011271153.1,WP_011271153.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Rickettsia felis]
WP_011271156.1,WP_011271156.1 alpha/beta hydrolase [Rickettsia felis]
WP_011271157.1,WP_011271157.1 hypothetical protein [Rickettsia felis]
WP_011271158.1,WP_011271158.1 hypothetical protein [Rickettsia felis]
WP_011271160.1,WP_011271160.1 lysine efflux permease [Rickettsia felis]
WP_011271161.1,WP_011271161.1 hypothetical protein [Rickettsia felis]
WP_011271162.1,WP_011271162.1 MFS transporter [Rickettsia felis]
WP_011271163.1,WP_011271163.1 DUF1016 domain-containing protein [Rickettsia felis]
WP_011271164.1,WP_011271164.1 glycosyltransferase family 8 protein [Rickettsia felis]
WP_011271165.1,"WP_011271165.1 ADP,ATP carrier protein 3 [Rickettsia felis]"
WP_011271167.1,WP_011271167.1 polyprenyl synthetase family protein [Rickettsia felis]
WP_011271168.1,WP_011271168.1 aminopeptidase P family protein [Rickettsia felis]
WP_011271169.1,WP_011271169.1 amino acid permease [Rickettsia felis]
WP_011271171.1,WP_011271171.1 iron-sulfur cluster assembly accessory protein [Rickettsia felis]
WP_011271172.1,WP_011271172.1 Fe-S cluster assembly scaffold IscU [Rickettsia felis]
WP_011271174.1,WP_011271174.1 cysteine desulfurase [Rickettsia felis]
WP_011271175.1,WP_011271175.1 iron-sulfur-binding protein [Rickettsia felis]
WP_011271177.1,WP_011271177.1 DUF1189 domain-containing protein [Rickettsia felis]
WP_011271179.1,WP_011271179.1 HEAT repeat domain-containing protein [Rickettsia felis]
WP_011271181.1,WP_011271181.1 NACHT domain-containing protein [Rickettsia felis]
WP_011271182.1,WP_011271182.1 NADH-quinone oxidoreductase subunit N [Rickettsia felis]
WP_011271185.1,WP_011271185.1 hypothetical protein [Rickettsia felis]
WP_011271186.1,WP_011271186.1 primosomal protein N' [Rickettsia felis]
WP_011271187.1,WP_011271187.1 UbiX family flavin prenyltransferase [Rickettsia felis]
WP_011271188.1,WP_011271188.1 replicative DNA helicase [Rickettsia felis]
WP_011271189.1,WP_011271189.1 hypothetical protein [Rickettsia felis]
WP_011271190.1,WP_011271190.1 amino acid permease [Rickettsia felis]
WP_011271191.1,WP_011271191.1 RNA pseudouridine synthase [Rickettsia felis]
WP_011271192.1,WP_011271192.1 hypothetical protein [Rickettsia felis]
WP_011271193.1,WP_011271193.1 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD [Rickettsia felis]
WP_011271194.1,WP_011271194.1 DNA repair protein RadA [Rickettsia felis]
WP_011271195.1,WP_011271195.1 hypothetical protein [Rickettsia felis]
WP_011271196.1,WP_011271196.1 DNA repair protein RecO [Rickettsia felis]
WP_011271197.1,WP_011271197.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB [Rickettsia felis]
WP_011271198.1,WP_011271198.1 hypothetical protein [Rickettsia felis]
WP_011271199.1,WP_011271199.1 translation initiation factor IF-2 [Rickettsia felis]
WP_011271200.1,WP_011271200.1 transcription termination/antitermination protein NusA [Rickettsia felis]
WP_011271201.1,WP_011271201.1 ribosome maturation factor [Rickettsia felis]
WP_011271203.1,WP_011271203.1 Rrf2 family transcriptional regulator [Rickettsia felis]
WP_011271204.1,WP_011271204.1 TlyA family rRNA (cytidine-2'-O)-methyltransferase [Rickettsia felis]
WP_011271205.1,WP_011271205.1 tyrosine--tRNA ligase [Rickettsia felis]
WP_011271207.1,WP_011271207.1 hypothetical protein [Rickettsia felis]
WP_011271208.1,WP_011271208.1 hypothetical protein [Rickettsia felis]
WP_011271210.1,"WP_011271210.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011271211.1,WP_011271211.1 MFS transporter [Rickettsia felis]
WP_011271212.1,WP_011271212.1 phosphatase PAP2 family protein [Rickettsia felis]
WP_011271213.1,WP_011271213.1 alpha-2-macroglobulin family protein [Rickettsia felis]
WP_011271214.1,WP_011271214.1 DUF2442 domain-containing protein [Rickettsia felis]
WP_011271215.1,WP_011271215.1 DUF4160 domain-containing protein [Rickettsia felis]
WP_011271216.1,WP_011271216.1 enoyl-CoA hydratase [Rickettsia felis]
WP_011271218.1,WP_011271218.1 hypothetical protein [Rickettsia felis]
WP_011271219.1,WP_011271219.1 2-octaprenyl-6-methoxyphenyl hydroxylase [Rickettsia felis]
WP_011271221.1,WP_011271221.1 sigma-54-dependent Fis family transcriptional regulator [Rickettsia felis]
WP_011271223.1,WP_011271223.1 hypothetical protein [Rickettsia felis]
WP_011271224.1,WP_011271224.1 type II toxin-antitoxin system RelE/ParE family toxin [Rickettsia felis]
WP_011271226.1,WP_011271226.1 penicillin-binding protein 2 [Rickettsia felis]
WP_011271227.1,WP_011271227.1 hypothetical protein [Rickettsia felis]
WP_011271228.1,WP_011271228.1 penicillin-binding protein 2 [Rickettsia felis]
WP_011271230.1,WP_011271230.1 ribosomal RNA small subunit methyltransferase H [Rickettsia felis]
WP_011271231.1,WP_011271231.1 transcriptional regulator MraZ [Rickettsia felis]
WP_011271232.1,WP_011271232.1 sodium:solute symporter family protein [Rickettsia felis]
WP_011271236.1,WP_011271236.1 prevent-host-death family protein [Rickettsia felis]
WP_011271237.1,WP_011271237.1 toxin of toxin-antitoxin system [Rickettsia felis]
WP_011271238.1,WP_011271238.1 excinuclease ABC subunit C [Rickettsia felis]
WP_011271239.1,WP_011271239.1 copper chaperone PCu(A)C [Rickettsia felis]
WP_011271241.1,WP_011271241.1 6-O-methylguanine DNA methyltransferase [Rickettsia felis]
WP_011271242.1,WP_011271242.1 methylated-DNA--[protein]-cysteine S-methyltransferase [Rickettsia felis]
WP_011271243.1,WP_011271243.1 hypothetical protein [Rickettsia felis]
WP_011271247.1,WP_011271247.1 ankyrin [Rickettsia felis]
WP_011271252.1,WP_011271252.1 hypothetical protein [Rickettsia felis]
WP_011271253.1,WP_011271253.1 hypothetical protein [Rickettsia felis]
WP_011271255.1,WP_011271255.1 hypothetical protein [Rickettsia felis]
