WP_011270606.1,713,organic solvent tolerance protein,194,26.09,12.67,14.97,Oceanibaculum indicum P24,0
WP_011270607.1,296,hypothetical protein RF_0255,68,26.68,12.9,2.25,Rhodospirillum rubrum ATCC 11170,0
WP_011270608.1,243,dimethyladenosine transferase,198,25.58,14.41,60.06,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270609.1,80,hypothetical protein RF_0257,41,16.73,10.91,0,N/A,0
WP_011270610.1,176,hypothetical protein RF_0258,19,11.89,0.59,0,N/A,0
WP_011270611.1,253,protein phosphatase,193,1,0.69,102.3,Asticcacaulis biprosthecum C19,1
WP_011270612.1,213,hypothetical protein RF_0260,71,2.55,0,20.22,Paramecium tetraurelia strain d4-2,1
WP_011270613.1,42,hypothetical protein RF_0261,5,3.89,0.88,0,N/A,0
WP_011270614.1,70,cold shock-like protein,139,27.05,13.89,52.65,Caulobacter sp. AP07,0
WP_011270615.1,78,ATP-dependent RNA helicase RhlE,198,22.96,11.45,68.95,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270616.1,353,ATP-dependent RNA helicase RhlE,196,26.9,17.13,50.98,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270617.1,319,AmpG protein,147,26.6,11.45,18.49,Corallococcus coralloides DSM 2259,0
WP_011270618.1,406,ankyrin repeat-containing protein,7,1,0.07,0.35,Brachyspira hyodysenteriae WA1,0
WP_011270619.1,190,NifU-like domain-containing protein,193,25.41,14.43,73.52,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270620.1,162,ecotin,199,10.87,0.95,73.46,Xenorhabdus bovienii SS-2004,1
WP_011270621.1,303,hypothetical protein RF_0269,26,10.73,0.26,0,N/A,0
WP_011270622.1,452,cell division protein FtsZ,190,27.69,29.82,45.58,SAR116 cluster alpha proteobacterium HIMB100,0
WP_011270623.1,141,toxin of toxin-antitoxin system,107,13.78,0.42,19,Halothece sp. PCC 7418,1
WP_011270624.1,82,antitoxin of toxin-antitoxin system Phd,72,18.67,1.59,14.23,Gloeobacter violaceus PCC 7421,1
WP_011270625.1,461,fumarate hydratase,183,27.36,25.84,76.64,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270626.1,150,hypothetical protein RF_0274,32,25.56,1.48,0,N/A,0
WP_011270627.1,240,tRNA/rRNA methyltransferase,199,26.55,23.26,41.41,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270628.1,394,elongation factor Tu,192,34.64,16.41,114.32,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270629.1,105,30S ribosomal protein S10,199,27.27,14.74,105.93,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270630.1,215,50S ribosomal protein L3,200,27.62,15.8,92.14,Pseudovibrio sp. FO-BEG1,0
WP_011270631.1,207,50S ribosomal protein L4,195,27.34,17.39,64.94,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270632.1,98,50S ribosomal protein L23,200,27.29,15.25,73.92,Bartonella sp. 1-1C,0
WP_011270633.1,273,50S ribosomal protein L2,199,27.63,17.15,100.61,"Ixodes scapularis (shoulder tick, ...)",0
WP_008580964.1,92,30S ribosomal protein S19,199,27.92,16.34,121.86,Phyllobacterium sp. YR531,0
WP_011270634.1,119,50S ribosomal protein L22,199,27.41,16.19,79.52,Commensalibacter intestini A911,0
WP_011270635.1,217,30S ribosomal protein S3,200,27.79,15.43,80.93,Desulfitobacterium dehalogenans ATCC 51507,0
WP_011270636.1,136,50S ribosomal protein L16,200,27.73,16.18,104.1,Maricaulis maris MCS10,0
WP_004596213.1,71,50S ribosomal protein L29,196,27.77,14.44,64.7,Eubacterium cylindroides T2-87,0
WP_011270637.1,82,30S ribosomal protein S17,199,26.26,15.02,92.5,Tistrella mobilis KA081020-065,0
WP_008580952.1,122,50S ribosomal protein L14,200,27.69,16.32,113.36,Thioalkalivibrio sp. K90mix,0
WP_011270638.1,109,50S ribosomal protein L24,198,27.08,11.45,96.82,Alicyclobacillus acidocaldarius LAA1,0
WP_011270639.1,179,50S ribosomal protein L5,200,27.38,14.32,104.15,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270640.1,101,30S ribosomal protein S14,198,27.58,16.68,82.3,Azorhizobium caulinodans ORS 571,0
WP_011270641.1,132,30S ribosomal protein S8,200,27.88,15.86,78.35,Roseomonas cervicalis ATCC 49957,0
WP_011270642.1,177,50S ribosomal protein L6,200,27.53,15.26,75.97,Thiomicrospira crunogena XCL-2,0
WP_011270643.1,118,50S ribosomal protein L18,200,26.44,14.59,83.64,Bacillus megaterium QM B1551,0
WP_011270644.1,176,30S ribosomal protein S5,200,27.56,15.1,84.91,Parvibaculum lavamentivorans DS-1,0
WP_011270645.1,74,50S ribosomal protein L30,199,22.62,11.77,71.83,Caenispirillum salinarum AK4,0
WP_011270646.1,153,50S ribosomal protein L15,200,24.88,13.21,69.3,Labrenzia aggregata IAM 12614,0
WP_011270647.1,433,preprotein translocase subunit SecY,199,26.77,17.36,86.93,Oceanibaculum indicum P24,0
WP_011270648.1,212,adenylate kinase,200,27.41,13.6,66.03,Dictyoglomus thermophilum H-6-12,0
WP_011270649.1,125,30S ribosomal protein S13,197,27.58,17.1,96.34,Gluconobacter morbifer G707,0
WP_008580920.1,127,30S ribosomal protein S11,198,27.91,14.95,90.41,Oceanicaulis sp. HTCC2633,0
WP_011270650.1,340,DNA-directed RNA polymerase subunit alpha,200,27.55,14.49,93.97,Oceanibaculum indicum P24,0
WP_011270651.1,126,50S ribosomal protein L17,200,27.57,15.41,99.03,Thalassospira profundimaris WP0211,0
WP_011270652.1,90,30S ribosomal protein S20,200,26.57,15.38,68.34,Rhodomicrobium vannielii ATCC 17100,0
WP_011270653.1,140,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,56,19.55,9.83,2.67,Streptomyces sviceus ATCC 29083,0
WP_011270406.1,266,transposase/IS protein,109,1.54,0,60.03,Accumulibacter phosphatis clade IIA str. UW-1,1
WP_011270407.1,147,transposase,145,1.84,0,58.9,Burkholderia multivorans CGD1,1
WP_011270408.1,203,transposase,144,2.6,0,74.64,Burkholderia multivorans CGD2M,1
WP_011270654.1,425,MFS type sugar transporter,187,1,0,43.34,Legionella pneumophila subsp. pneumophila,1
WP_011270655.1,706,hypothetical protein RF_0310,48,1,0.17,9.44,Cyanothece sp. PCC 7424,1
WP_011270656.1,87,hypothetical protein RF_0311,56,20.61,1.04,7.73,Synechococcus sp. WH 5701,0
WP_011270657.1,94,hypothetical protein RF_0312,90,14.34,0,22.78,Thioalkalimicrobium aerophilum AL3,1
WP_011270658.1,92,hypothetical protein RF_0313,101,1,6.17,22.92,Burkholderia pseudomallei BPC006,0
WP_011270659.1,227,ankyrin repeat-containing protein,121,1.12,1.81,13.82,Persephonella marina EX-H1,1
WP_011270660.1,126,hypothetical protein RF_0315,1,1,0,0,N/A,0
WP_011270661.1,85,hypothetical protein RF_0316,4,1,1.19,0,N/A,0
WP_011270662.1,216,hypothetical protein RF_0317,1,1,0,0,N/A,0
WP_011270663.1,352,hypothetical protein RF_0318,1,1,0,0,N/A,0
WP_011270664.1,333,cell surface antigen-like protein Sca11,51,15.76,3.11,0,N/A,0
WP_011270511.1,317,transposase,160,3.9,1.03,74.36,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1
WP_011270665.1,80,transposase,89,2.6,0.79,48.9,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1
WP_011270666.1,382,transporter,174,6.82,5.66,18.87,Lawsonia intracellularis PHE/MN1-00,0
WP_011270667.1,61,hypothetical protein RF_0323,40,26.36,9.27,0.41,Asticcacaulis excentricus CB 48,0
WP_011270668.1,175,peptide deformylase,200,26.69,21.99,60.99,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270669.1,303,methionyl-tRNA formyltransferase,198,26.6,15.31,63.08,Gluconobacter oxydans 621H,0
WP_011270670.1,84,hypothetical protein RF_0326,185,1,0,57.91,Chamaesiphon minutus PCC 6605,1
WP_011270671.1,124,hypothetical protein RF_0327,7,1.24,0,1.04,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,0
WP_011270672.1,350,ATPase n2B,199,23.53,13.07,43.64,Rhodospirillum centenum SW,0
WP_011270673.1,234,nucleotidyltransferase domain-containing protein,160,3.83,0.5,22.72,Acidaminococcus fermentans DSM 20731,1
WP_011270674.1,367,S-adenosylmethionine--tRNA ribosyltransferase-isomerase,200,21.45,11.41,60.82,Caulobacter crescentus CB15,0
WP_011270675.1,589,multidrug ABC transporter ATP-binding protein,146,27.52,17.35,29.13,"Ixodes scapularis (shoulder tick, ...)",0
WP_010976947.1,90,hypothetical protein RC0287,43,27.5,13.55,0,N/A,0
WP_011270676.1,456,cytochrome d ubiquinol oxidase subunit I,199,26.92,15.64,87.61,Desulfobacterium autotrophicum HRM2,0
WP_011270677.1,89,hypothetical protein RF_0334,191,1,0,103.47,Syntrophus aciditrophicus SB,1
WP_011270678.1,86,DNA-damage-inducible protein J,195,1.82,0,68.76,Methylomirabilis oxyfera,1
WP_011270679.1,339,cytochrome d ubiquinol oxidase subunit II,188,26.86,15.19,73.61,Vibrio cholerae RC27,0
WP_011270680.1,283,"Beta 1,4 glucosyltransferase",185,25.3,12.48,33.8,Vibrio cholerae RC27,0
WP_011270681.1,412,Zn-dependent peptidase,199,23.99,18.54,55.42,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270682.1,236,phosphoribosylaminoimidazole-succinocarboxamide synthase,199,26.47,14.6,64.56,Vibrio cholerae RC27,0
WP_011270683.1,533,hypothetical protein RF_0340,34,27.41,1.82,0,N/A,0
WP_011270684.1,107,integrase-like protein,34,1.79,1.12,6.69,Thiorhodovibrio sp. 970,0
WP_011270408.1,203,transposase,144,2.6,0,74.64,Burkholderia multivorans CGD2M,1
WP_011270407.1,147,transposase,145,1.84,0,58.91,Burkholderia multivorans CGD1,1
WP_011270406.1,266,transposase/IS protein,109,1.54,0,60.03,Accumulibacter phosphatis clade IIA str. UW-1,1
WP_011270685.1,388,hypothetical protein RF_0345,22,3.86,0.2,0,N/A,0
WP_011270686.1,475,hypothetical protein RF_0346,43,16.76,8.28,0.38,Dictyostelium fasciculatum,0
WP_011270687.1,118,ribonuclease P,130,22.68,12.52,20.45,Leptolyngbya sp. PCC 7376,0
WP_011270688.1,44,50S ribosomal protein L34,200,27.55,17.48,114.87,Sphingobium yanoikuyae XLDN2-5,0
WP_011270689.1,117,50S ribosomal protein L20,200,27.2,29.37,83.26,Oceanibaculum indicum P24,0
WP_004997924.1,68,50S ribosomal protein L35,199,27.79,21.33,82.55,Microvirga sp. WSM3557,0
WP_011270690.1,225,organic radical activating protein,200,26.19,13.64,36.26,Azospirillum brasilense Sp245,0
WP_011270691.1,203,50S ribosomal protein L25,200,25.93,17.02,51.11,Azospirillum sp. B510,0
WP_011270692.1,185,peptidyl-tRNA hydrolase,200,24.26,15.71,64.2,Liberibacter solanacearum CLso-ZC1,0
WP_011270693.1,142,acetyltransferase,170,9.58,2.4,38.37,Parachlamydia acanthamoebae str. Hall's coccus,1
WP_011270694.1,365,GTP-dependent nucleic acid-binding protein EngD,199,26.73,18.97,90.53,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270695.1,84,hypothetical protein RF_0356,18,5.27,2.67,0.9,Rhizobium sp. CF142,0
WP_011270696.1,113,hypothetical protein RF_0357,112,8.54,2.06,30.92,Bacteroides thetaiotaomicron VPI-5482,1
WP_011270697.1,405,bicyclomycin resistance protein,195,7.54,12.28,41.95,Leuconostoc kimchii IMSNU 11154,0
WP_011270698.1,527,site-specific recombinase,179,1.15,0.92,12.62,Elusimicrobium minutum Pei191,1
WP_011270699.1,549,patatin-like phospholipase,133,10.96,5.42,6.35,Cyanothece sp. PCC 7424,0
WP_011270700.1,106,hypothetical protein RF_0361,20,17.34,0,0,N/A,0
WP_011270701.1,484,hypothetical protein RF_0362,21,4.11,0.46,0,N/A,0
WP_011270702.1,215,hypothetical protein RF_0363,51,6.31,0.87,2.74,Dictyostelium discoideum AX4,0
WP_011270703.1,463,chromosome replication initiator DnaA,189,36.01,29.79,46.83,Phaeospirillum molischianum DSM 120,0
WP_011270704.1,123,rhodanese-related sulfurtransferase,192,27.34,10.9,49.58,Phaeospirillum molischianum DSM 120,0
WP_011270705.1,87,hypothetical protein RF_0366,199,29.34,22.17,46.79,Hirschia baltica ATCC 49814,0
WP_011270706.1,1142,transcription-repair coupling factor,197,26.71,12.53,58.2,Parvularcula bermudensis HTCC2503,0
WP_011270707.1,530,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",196,22.65,11.25,39.26,Beijerinckia indica subsp. indica ATCC 9039,0
WP_011270708.1,449,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",197,26.73,13.39,42.65,Rhizobium leguminosarum bv. trifolii WSM2012,0
WP_011270709.1,361,phospho-N-acetylmuramoyl-pentapeptide-transferase,198,29.42,15.72,83.98,Tistrella mobilis KA081020-065,0
WP_011270710.1,529,Actin polymerization protein RickA,35,20.38,1.89,0,N/A,0
WP_011270711.1,196,tryptophan repressor binding protein,173,2.47,1.56,69.18,Ruegeria sp. TM1040,1
WP_011270712.1,211,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B,198,20.68,1.67,112.7,Acidocella sp. MX-AZ02,1
WP_011270713.1,232,succinyl-CoA:3-ketoacid-coenzyme A transferase,189,19.73,0.89,112.78,Pseudovibrio sp. JE062,1
WP_011270714.1,280,hypothetical protein RF_0375,13,4.27,1.51,0.13,Simkania negevensis Z,0
WP_011270715.1,62,hypothetical protein RF_0376,7,4.66,1.78,0,N/A,0
WP_011270716.1,212,hypothetical protein RF_0377,2,1.16,0,0,N/A,0
WP_011270717.1,707,ATP-dependent DNA helicase RecG,198,25,14.44,48.56,Magnetospirillum gryphiswaldense MSR-1,0
WP_011270718.1,281,transposase,122,2.45,0.22,20.39,Burkholderia xenovorans LB400,1
WP_011270719.1,167,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,81,11.86,6.42,7.06,Alkaliphilus oremlandii OhILAs,0
WP_011270720.1,1179,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,62,1.85,0.39,7.39,Trichomonas vaginalis G3,0
WP_011270721.1,121,transposase,34,1.98,1.43,7.64,Trichodesmium erythraeum IMS101,0
WP_011270722.1,155,transposase,39,1.8,1.89,12.98,Trichodesmium erythraeum IMS101,1
WP_011270723.1,235,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,75,13.89,7.7,7.05,Chromohalobacter salexigens DSM 3043,0
WP_011270724.1,142,hypothetical protein RF_0385,174,3.22,1.85,37.34,"Populus trichocarpa (black cottonwood, ...)",1
WP_011270725.1,149,hypothetical protein RF_0386,75,2.67,1.86,12.99,Spirosoma linguale DSM 74,1
WP_011270726.1,78,transposase,118,2.7,1.2,51.8,Haliangium ochraceum DSM 14365,1
WP_011270406.1,266,transposase/IS protein,109,1.54,0,60.03,Accumulibacter phosphatis clade IIA str. UW-1,1
WP_011270407.1,147,transposase,145,1.84,0,58.9,Burkholderia multivorans CGD1,1
WP_011270408.1,203,transposase,144,2.6,0,74.64,Burkholderia multivorans CGD2M,1
WP_011270727.1,397,major facilitator superfamily permease,140,13.46,6.6,13.54,Amoebophilus asiaticus 5a2,0
WP_011270728.1,317,transposase,157,3.88,1.02,72.45,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1
WP_011270665.1,80,transposase,89,2.6,0.79,48.9,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1
WP_011270729.1,45,major facilitator transporter,46,22.64,10.84,0,N/A,0
WP_011270730.1,448,hypothetical protein RF_0395,29,7.13,0.26,0,N/A,0
WP_011270731.1,77,hypothetical protein RF_0396,30,20.91,3.38,0,N/A,0
WP_011270732.1,276,MFS type sugar transporter,50,13.58,6.31,0.57,Amoebophilus asiaticus 5a2,0
WP_011270733.1,67,MFS type sugar transporter,49,19.02,8.64,0.97,Amoebophilus asiaticus 5a2,0
WP_011270734.1,79,MFS type sugar transporter,114,25.16,12.83,23.75,Amoebophilus asiaticus 5a2,0
WP_011270735.1,222,hypothetical protein RF_0400,200,26.53,19.49,29.59,Oceanicola batsensis HTCC2597,0
WP_011270736.1,351,permease PerM-like protein,199,27.07,14.4,41.2,Azospirillum sp. B510,0
WP_011270737.1,179,heat shock protein GrpE,199,27.13,12.37,53.06,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270738.1,239,ribonuclease PH,200,27.04,15.03,92.44,Agrobacterium radiobacter K84,0
WP_011270739.1,91,hypothetical protein RF_0404,9,7.39,0,0,N/A,0
WP_011270740.1,102,hypothetical protein RF_0405,5,1.97,1.29,0,N/A,0
WP_011270741.1,178,hypothetical protein RF_0406,16,10.36,1.57,0,N/A,0
WP_011270742.1,644,glycosyltransferase,185,1.42,3.53,36.46,Clostridium sp. MSTE9,1
WP_011270743.1,95,co-chaperonin GroES,137,27.83,16.74,65.15,Rhizobium etli CFN 42,0
WP_011270744.1,547,molecular chaperone GroEL,151,27.17,17.51,69.72,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270745.1,134,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,117,11.59,12.46,41.61,Rhodospirillum rubrum ATCC 11170,0
WP_011270746.1,442,chitinase,190,1,0,74.68,Citrobacter rodentium ICC168,1
WP_011270747.1,178,hypothetical protein RF_0412,33,27.44,3.21,0,N/A,0
WP_011270748.1,463,glutamyl-tRNA synthetase,195,27.22,15.26,76.37,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270749.1,244,3-demethylubiquinone-9 3-methyltransferase,200,24.57,18.84,59.34,Hirschia baltica ATCC 49814,0
WP_011270750.1,253,Zinc/manganese ABC transporter permease protein,200,22.49,13.03,39.8,Cellvibrio sp. BR,0
WP_011270751.1,111,hypothetical protein RF_0416,192,13.22,0,54.26,Collimonas fungivorans Ter331,1
WP_011270752.1,1140,acylglycerophosphoethanolamine acyltransferase,199,26.55,15.11,47.46,Nitrosomonas eutropha C91,0
WP_011270753.1,514,propionyl-CoA carboxylase subunit beta,197,27.64,20.7,98.98,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270754.1,665,"Acetyl-CoA carboxylase, biotin carboxylase",198,27.71,14.96,77.59,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270755.1,41,hypothetical protein RF_0420,4,3.32,0,0,N/A,0
WP_011270756.1,175,hypothetical protein RF_0421,32,4.94,0,1.67,Thiovulum sp. ES,0
WP_011270757.1,412,hypothetical protein RF_0422,4,1.15,0.73,0,N/A,0
WP_011270758.1,1094,isoleucyl-tRNA synthetase,196,25.83,26.12,57.98,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270759.1,90,excinuclease ABC subunit C,137,7.01,4.18,73.65,Rhodopseudomonas palustris BisA53,0
WP_011270760.1,209,hypothetical protein RF_0425,196,25.08,16.31,26.59,Rhodospirillum centenum SW,0
WP_011270761.1,66,30S ribosomal protein S21,148,27.65,14.73,44.26,Roseobacter sp. GAI101,0
WP_011270762.1,599,nitrogen regulation protein NtrY,130,27,15.96,11.32,Pelagibacter sp. IMCC9063,0
WP_011270763.1,291,acetyltransferase,194,5.5,1.54,92.07,Sinorhizobium meliloti 1021,1
WP_011270764.1,138,lipoprotein,34,1,0.92,6.05,Bacteroides coprocola DSM 17136,0
WP_011270765.1,130,hypothetical protein RF_0430,113,3.79,0,36.07,Desulfovibrio africanus str. Walvis Bay,1
WP_011270766.1,199,hypothetical protein RF_0431,142,6.92,0,55.96,Desulfovibrio africanus str. Walvis Bay,1
WP_011270767.1,49,hypothetical protein RF_0432,62,5.81,9.23,25.7,Reinekea blandensis MED297,0
WP_011270768.1,319,magnesium/cobalt transporter CorA,134,23.39,1.75,35.62,Thalassospira xiamenensis M-5 = DSM 17429,1
WP_011270769.1,185,hypothetical protein RF_0434,26,9.5,0.44,0,N/A,0
WP_011270770.1,203,transposase,130,2.6,0,67.11,Burkholderia multivorans CGD2M,1
WP_011270407.1,147,transposase,145,1.84,0,58.9,Burkholderia multivorans CGD1,1
WP_011270406.1,266,transposase/IS protein,109,1.54,0,60.03,Accumulibacter phosphatis clade IIA str. UW-1,1
WP_011270771.1,243,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,54,17.37,8.84,1.88,Roseibium sp. TrichSKD4,0
WP_011270772.1,435,MFS type sugar transporter,136,15.17,8,12.48,Amoebophilus asiaticus 5a2,0
WP_011270773.1,238,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,70,13.54,7.35,6.25,Methylocella silvestris BL2,0
WP_011270774.1,435,MFS type sugar transporter,136,15.83,7.96,13.38,Amoebophilus asiaticus 5a2,0
WP_011270775.1,224,hypothetical protein RF_0442,2,1,0.52,0,N/A,0
WP_011270776.1,323,hypothetical protein RF_0443,15,1.17,2.66,0,N/A,0
WP_011270777.1,349,hypothetical protein RF_0444,77,1.12,0.1,7.53,Crinalium epipsammum PCC 9333,0
WP_011270778.1,136,hypothetical protein RF_0445,5,1,0,0.92,Oceanibaculum indicum P24,0
WP_011270779.1,160,hypothetical protein RF_0446,157,2.17,0,53.65,Paenibacillus elgii B69,1
WP_011270780.1,620,NACHT domain-containing protein,88,2.73,1.08,4.75,Tetrahymena thermophila,0
WP_011270781.1,473,hypothetical protein RF_0448,18,2.69,0.56,0,N/A,0
WP_011270782.1,332,hypothetical protein RF_0449,19,4.3,0.71,0,N/A,0
WP_011270783.1,233,guanosine polyphosphate pyrophosphohydrolase/synthetase-like protein,56,18.58,9.28,2.43,Bradyrhizobium japonicum,0
WP_011270784.1,143,MFS type sugar transporter,48,11.61,5.49,0.45,Amoebophilus asiaticus 5a2,0
WP_011270785.1,240,MFS type sugar transporter,142,16.92,8.75,24.75,Amoebophilus asiaticus 5a2,0
WP_011270786.1,390,rod shape-determining protein RodA,200,24.18,17.59,53.64,Phaeospirillum molischianum DSM 120,0
WP_011270787.1,692,oligopeptidase B,198,23.99,13.91,56.71,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270788.1,510,monovalent cation/H+ antiporter subunit D,193,22.2,11.7,11.75,Tistrella mobilis KA081020-065,0
WP_011270789.1,134,toxin of toxin-antitoxin system VapC,181,20.11,2.75,32.48,Olsenella sp. oral taxon 809 str. F0356,1
WP_011270790.1,103,antitoxin of toxin-antitoxin system VapB,30,21.72,2.32,0,N/A,0
WP_011270791.1,487,monovalent cation/H+ antiporter subunit D,189,25.82,19.25,27.35,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270792.1,40,hypothetical protein RF_0459,4,3.21,0,0,N/A,0
WP_011270793.1,428,monovalent cation/H+ antiporter subunit D,195,22.51,17.19,20.44,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270794.1,120,monovalent cation/H+ antiporter subunit C,197,24,22.4,43.11,Rhodobacteraceae bacterium HTCC2150,0
WP_008580257.1,250,VirB9 protein,130,27.81,25.91,14.76,Burkholderia sp. YI23,0
WP_011270795.1,232,VirB8 protein,64,28.79,14.06,0.34,Rhodobacter sphaeroides ATCC 17025,0
WP_011270796.1,59,hypothetical protein RF_0464,40,21.74,11.59,0,N/A,0
WP_011270797.1,243,VirB8 protein,163,24.93,22.35,12.02,Ochrobactrum intermedium LMG 3301,0
WP_011270798.1,158,VirB9 protein precursor,117,26.28,25.99,9.73,Xanthomonas axonopodis pv. citri str. 306,0
WP_011270799.1,481,VirB10 protein,168,24,16.66,9.05,Sinorhizobium medicae WSM419,0
WP_011270800.1,334,type IV secretion system ATPase VirB11,177,29.23,52.65,28.56,Ochrobactrum anthropi ATCC 49188,0
WP_011270801.1,591,type IV secretion system protein VirB8,160,29.63,35.42,18.74,Trichoplax adhaerens,0
WP_011270802.1,470,guanosine pentaphosphate phosphohydrolase,200,26.71,14.77,21.64,Sphingobium yanoikuyae ATCC 51230,0
WP_011270803.1,385,Phage portal protein,194,2.39,12.02,54.22,Bradyrhizobiaceae bacterium SG-6C,0
WP_011270804.1,95,hypothetical protein RF_0472,3,1,1.17,0,N/A,0
WP_011270805.1,166,cell surface antigen-like protein Sca7,3,1.56,0,0,N/A,0
WP_011270806.1,880,cell surface antigen-like protein Sca7,17,1.27,1.66,0,N/A,0
WP_011270807.1,508,cell surface antigen-like protein Sca7,55,4.04,3.58,0,N/A,0
WP_011270808.1,802,cell surface antigen-like protein Sca7,87,6.84,5.38,0.04,Arcobacter sp. L,0
WP_011270809.1,721,cell surface antigen-like protein Sca7,84,6.21,6.27,0,N/A,0
WP_011270810.1,103,"cell surface antigen-like protein Sca7, partial",87,29.48,12.91,0,N/A,0
WP_011270811.1,368,hypothetical protein RF_0479,177,3.21,6.07,35.71,Rhodobacter sphaeroides ATCC 17025,0
WP_011270812.1,294,hypothetical protein RF_0480,46,23.85,11.13,0.26,Parachlamydia acanthamoebae UV-7,0
WP_011270813.1,281,hypothetical protein RF_0481,48,26.21,12.71,0.47,Parachlamydia acanthamoebae UV-7,0
WP_011270814.1,258,"3'(2'),5'-bisphosphate nucleotidase",187,24.92,12.7,44.86,Zymomonas mobilis subsp. pomaceae ATCC 29192,0
WP_011270815.1,886,DNA mismatch repair protein MutS,197,26.74,14.56,60.06,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270816.1,83,hypothetical protein RF_0484,7,1,2.84,0,N/A,0
WP_011270817.1,273,hypothetical protein RF_0485,181,1.34,4.2,44.7,Desulfomicrobium baculatum DSM 4028,0
WP_011270818.1,145,ribose-5-phosphate isomerase B,199,25.82,12.68,71.67,Nautilia profundicola AmH,0
WP_011270819.1,222,metalloendopeptidase-like membrane protein,141,25.09,10.29,15.8,Bartonella rattimassiliensis 15908,0
WP_011270820.1,229,metal-dependent hydrolase,199,21.71,1.82,44.39,Rhodobacteraceae bacterium HTCC2150,1
WP_011270821.1,79,antitoxin of toxin-antitoxin stability system,140,11.79,1.23,42.94,Nitrosococcus halophilus Nc4,1
WP_011270822.1,88,toxin of toxin-antitoxin system,173,12.57,1.5,66.35,Microcoleus vaginatus FGP-2,1
WP_011270823.1,294,FAD-dependent thymidylate synthase,198,27.09,31.77,67.51,Azospirillum sp. B510,0
WP_011270824.1,444,translocation protein TolB,200,26.83,14.69,66.38,Thalassospira xiamenensis M-5 = DSM 17429,0
WP_011270825.1,293,RNA polymerase factor sigma-32,199,26.69,14.2,80.46,Nitratireductor pacificus pht-3B,0
WP_011270826.1,187,cytochrome C oxidase assembly protein,195,26.9,22.18,55.35,Brachypodium distachyon,0
WP_011270827.1,350,hypothetical protein RF_0495,73,24.42,11.69,3.14,Aminomonas paucivorans DSM 12260,0
WP_011270828.1,365,tRNA-specific 2-thiouridylase MnmA,195,26.78,15.6,83.76,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270829.1,465,cationic amino acid transporter-1,137,26.99,14.76,36.26,Mitsuokella multacida DSM 20544,0
WP_011270830.1,415,histidyl-tRNA synthetase,198,27.2,23.93,52.35,Gluconobacter frateurii NBRC 101659,0
WP_011270831.1,243,ABC transporter ATP-binding protein,109,1.58,1.85,53.53,Legionella drancourtii LLAP12,1
WP_011270832.1,274,"ABC transporter ATP-binding protein, partial",110,1.46,1.64,47.78,SAR324 cluster bacterium SCGC AAA001-C10,1
WP_011270833.1,249,hypothetical protein RF_0501,23,8.97,0.57,0,N/A,0
WP_011270834.1,252,hypothetical protein RF_0502,12,4.92,0.27,0,N/A,0
WP_011270835.1,201,hypothetical protein RF_0503,22,7.13,0.35,0,N/A,0
WP_011270836.1,242,TolQ protein,200,26.58,13.88,67.58,Tistrella mobilis KA081020-065,0
WP_011270837.1,143,TolR protein,198,29,14.97,66.98,Magnetospirillum magneticum AMB-1,0
WP_011270838.1,327,periplasmic protein TonB,78,19.92,9.54,3.63,Rhizobium etli CFN 42,0
